dataset,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,Features.Skew.StandardDeviation,Features.Skew.Mean,Labels.Skew.NonAggregated,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.StandardDeviation,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Labels.Kurtosis.NonAggregated,Features.Mean.Mean,Features.Mean.StandardDeviation,Labels.Mean.NonAggregated,,instances,dimensionality,instances_with_missing_val,ratio_of_discrete_features,ratio_of_numeric_features,nonzero_vals_cnt,missing values,attributes total,attributes categorical,attributes numerical
arrhythmia,-0.917157583,0.709994097,0.937552191,-0.96051052,-0.470524995,-0.906241515,0.909290473,-0.710979053,-0.955827999,-0.601216425,0.437275089,-0.819148298,0.984294815,0.86802961,-0.521541199,-0.984200892,0.95872629,0.659596967,0.98588085,-0.823404828,0.867010731,0.952622842,0.539958195,-0.205824079,0.960394853,-0.898211373,-0.96345766,0.550538106,-0.652045006,0.08367232,-0.512973663,0.794384529,-0.215431781,-0.608179515,-0.483891488,0.893531381,-0.364024633,0.772223034,0.440686676,-0.951483458,-0.625780927,-0.96826366,0.844647177,-0.846616807,-0.944955592,-0.51645696,0.240834208,-0.93132774,0.919232322,0.975588902,0.533969845,0.935707863,-0.881595347,0.778267912,0.976904319,0.592717194,-0.355586761,0.880269676,-0.951573306,-0.900056697,0.651504795,-0.339324866,0.834217575,0.554745802,0.08002997,0.404328772,0.735886345,-0.410102354,-0.700552221,-0.829714681,0.861478578,0.920884237,0.566150963,-0.188194063,0.95425117,-0.889314774,-0.948595639,-0.574689829,-0.840053029,-0.611238906,0.530003386,-0.728046996,0.931569799,0.779149959,0.777652778,0.281293791,0.111449391,0.890049454,-0.670827316,-0.891023059,0.568301792,-0.321095105,0.869955321,-0.935569348,-0.886783004,-0.251389274,0.540973772,-0.637859046,-0.432309618,-0.013620488,0.501490094,0.112416175,-0.795932146,-0.958276985,0.847173146,0.697674419,0.465116279,0.186046512,0.325581395,0.186046512,0.186046512,0.186046512,0.139534884,0.046511628,0.046511628,0.093023256,0.093023256,0.093023256,0,0.139534884,0.465116279,0.093023256,0.325581395,0.465116279,1,7.868933842,4.101075744,1.202818479,0.199070842,0.328406543,0.183430888,0.286904894,0.010817896,0.144717808,0.017048296,0.115258409,83.26613127,125.8362393,-0.066743723,0.0101703,0.16462006,2.674778761,,452,0.581858407,0,0,1,118876,0,263,0,263
audiology-std,-0.951105478,0.918663885,0.992847064,-0.962406191,-0.703009276,-0.89756434,0.895038688,-0.815456844,-0.956561945,-0.569863467,0.897374428,-0.847597843,0.982309131,0.982280868,-0.825567479,-0.96026547,0.967261278,0.800210643,0.92721082,-0.800871296,0.90237087,0.990334678,0.57344385,-0.798185834,0.941734563,-0.914082583,-0.958386651,0.877339329,-0.899913318,-0.478268359,-0.856517418,0.978307779,-0.596099249,-0.834071514,-0.701154969,0.996081826,-0.704095659,0.967777581,0.847728028,-0.950807784,-0.747355488,-0.885862402,0.853390907,-0.856286967,-0.965421711,-0.521175911,0.852442188,-0.864594954,0.958556203,0.996858802,0.710130937,0.906095221,-0.881330566,0.81710977,0.977141664,0.61416297,-0.879787725,0.862647505,-0.953485963,-0.938059765,0.646977111,-0.456565125,0.828403166,0.802380481,0.305040983,-0.440899202,0.803681694,-0.619039771,-0.771028947,-0.829298364,0.80645898,0.896394194,0.623853492,-0.833968113,0.864685547,-0.903427654,-0.871206526,-0.559020401,-0.811595556,-0.712386252,0.973186993,-0.690802428,0.945115936,0.823826808,0.887375255,0.349274366,-0.558345812,0.877861805,-0.736498937,-0.878222817,0.547700668,-0.809374696,0.904907879,-0.917854082,-0.964127968,-0.704593328,0.629430637,-0.63917639,-0.485601901,-0.674152171,0.949613717,0.821230015,-0.801747926,-0.868935391,0.938199461,0.456140351,0.736842105,0.315789474,0.140350877,0.175438596,0.140350877,0,0,0,0,0,0,0,0.070175439,0,0.070175439,0.140350877,0.035087719,0.666666667,1,5.30228413,7.369468006,0.854847847,0.303670091,0.383299254,0.15022486,0.272659594,0.162396511,0.60891871,-0.046955797,0.243818828,80.85423798,80.70443529,-0.612621976,0.085033968,0.653158658,5.102040816,,196,0.306122449,0,0,1,11760,0,60,0,60
autos,-0.812300248,0.933208725,0.981486102,-0.932048398,0.649777955,-0.83781122,0.906849812,0.307494005,-0.926146307,0.122889898,0.932696726,-0.135127529,0.991799684,0.949005066,-0.617629486,-0.862271943,0.803948162,-0.187494874,0.828714204,-0.60083772,0.209563188,0.910742513,-0.163263793,-0.618296137,0.544758125,-0.763061531,-0.880072563,0.860787457,-0.850020849,0.83310683,-0.80169905,0.969280985,0.579201363,-0.78084949,-0.069894134,0.998205819,0.041305963,0.960601812,0.794075223,-0.927930111,0.530973123,-0.821423093,0.835753487,0.163992498,-0.953344457,0.222273853,0.861993263,-0.22870029,0.958538244,0.989177951,-0.567645285,0.759756187,-0.827865916,-0.227554499,0.92391699,-0.125950755,-0.84630366,0.223093686,-0.931235093,-0.901490458,-0.51937562,0.811400109,0.844898945,-0.427201772,-0.016265665,0.828155565,0.448579535,0.711334655,0.436976405,-0.802145053,-0.200943214,0.809537423,-0.073610061,-0.796890594,0.309273341,-0.830965977,-0.795171643,0.56558381,-0.744743413,-0.053865877,0.959007738,0.020348211,0.933972987,0.772865483,-0.052399061,-0.204367528,0.578892386,0.610698696,0.38690552,0.06014409,-0.178885187,-0.785308468,0.259969731,-0.890876395,-0.950356056,-0.069476723,0.041254428,0.076614975,0.293928107,0.046831206,0.957817253,0.795659654,-0.099210329,-0.2866806,0.915320862,0.285714286,0.489795918,0.244897959,0.12244898,0.081632653,0.040816327,0,0.204081633,0.204081633,0.285714286,0.244897959,0.081632653,0.204081633,0.12244898,0.081632653,0.204081633,0.081632653,0.204081633,0.408163265,1,0.813958964,0.757101716,0.209524691,0.092627619,0.358400244,0.073756698,0.345109175,0.079350135,0.496724476,-0.038996909,0.376931294,1.172154448,1.834646035,-0.689015401,1356.699954,3334.19106,0.834146341,,205,0.126829268,45,0,1,5273,57,26,0,26
balance-scale,-0.442262811,0.969860962,0.985266689,0.119505137,0.774142013,-0.689401559,0.986738262,0.607966154,-0.727111203,0.852305856,0.947797004,-0.214432285,0.983029087,0.965123721,-0.322451081,-0.527332059,0.251723684,0.0278846,0.888473964,-0.466469442,0.208056555,0.826766309,-0.240387652,-0.248772826,0.864825587,-0.532515776,-0.566278653,0.917525986,0.183283369,0.896462239,-0.564975108,0.961282414,0.765201461,-0.580752678,0.78183575,0.994207805,-0.159708476,0.922326223,0.879140305,0.080653364,0.662293345,-0.77147342,0.974036008,0.481227044,-0.81518929,0.861096381,0.88248385,-0.276116937,0.994857361,0.995219249,0.249720192,-0.01645121,0.17959393,0.334929269,0.046554578,0.006402666,0.185950223,0.287001927,0.121853832,0.065460954,-0.192070051,0.752130877,0.958435366,-0.180988722,0.578199722,0.932125876,0.060343825,0.665342672,0.597606787,-0.7227894,-0.014416094,0.940447565,-0.528589407,-0.487165825,0.692128477,-0.78436762,-0.806390667,0.592858018,-0.745428179,0.823326365,0.929902307,-0.247728756,0.985430527,0.955033829,0.030475015,0.411264972,0.814084432,0.159690042,0.489382209,0.412187545,-0.621250745,-0.504078218,0.549294648,-0.817518749,-0.852119321,0.759438385,0.019256964,0.846018692,0.851234755,-0.102562184,0.882923497,0.838087788,-0.283680511,-0.307059095,0.988048807,0,0.145454545,0.181818182,0.072727273,0.254545455,0.109090909,0.072727273,0.218181818,0.145454545,0.072727273,0.290909091,0.218181818,0.145454545,0.036363636,0.145454545,0.145454545,0.145454545,0.181818182,0.509090909,1,0.201887497,-0.100943749,-0.504718743,0.301624306,0.478406469,0.103248611,0.359220915,0.0026228,0.222329502,0.205245599,0.506703875,-1.169594588,0.260813541,-0.647967507,0.27648,0.55296,1.3824,,625,0.008,0,0,1,3125,0,5,0,5
bank,-0.965777099,0.899093214,0.994269717,-0.992804042,-0.82859114,-0.981587652,0.828466205,-0.858790024,-0.989843271,-0.591431581,0.8437,-0.87190169,0.981099018,0.986429449,-0.827178005,-0.972358768,0.962312369,0.921846256,0.97913593,-0.748796947,0.945673386,0.982870846,0.63256989,-0.761681066,0.957346492,-0.934152886,-0.970810919,0.862040531,-0.914391524,-0.598312887,-0.882176657,0.966141182,-0.677966101,-0.853330955,-0.655035155,0.987053607,-0.713953221,0.950265573,0.838529764,-0.983865986,-0.858529645,-0.979671826,0.786195594,-0.876210144,-0.99609903,-0.565439963,0.798791697,-0.884269857,0.964428074,0.998029951,0.817804126,0.974115787,-0.840994941,0.857016889,0.985073976,0.615767826,-0.858766115,0.869575339,-0.988703594,-0.973724579,0.861894716,-0.501363107,0.948693811,0.878581331,0.539405023,-0.511024868,0.939774876,-0.76643292,-0.868987979,-0.813765525,0.883522607,0.978538005,0.622460393,-0.824985209,0.908439862,-0.96421478,-0.97503319,-0.596664482,-0.774746494,-0.611702765,0.978785604,-0.635004358,0.879838209,0.76181554,0.898035775,0.647169268,-0.606576295,0.980382815,-0.808649856,-0.881445846,0.573240924,-0.788872269,0.90405587,-0.959074279,-0.994046034,-0.616989422,0.703422385,-0.641326815,-0.544883109,-0.643904214,0.900925624,0.7722999,-0.832916901,-0.886645736,0.949899827,0.523076923,0.553846154,0.184615385,0.246153846,0.215384615,0,0,0,0,0,0,0,0,0,0,0.061538462,0.123076923,0.153846154,0.4,1,3.126902327,1.126408609,2.409936345,0.117142889,0.226825929,0.120675661,0.238405814,0.042615049,0.168719664,0.133205857,0.236500632,14.89075664,25.81585255,3.807793186,0.006778855,0.027115284,0.115239991,,4521,0.00376023,0,0,1,76857,0,17,0,17
baseball,-0.679362243,0.792359173,0.93801834,-0.938487912,0.486958839,-0.758288288,0.532610613,-0.083562379,-0.871098111,-0.422071423,0.813655212,-0.466066945,0.936293799,0.833366375,-0.400903654,-0.75741209,0.729350531,-0.163997744,0.774111077,-0.37033087,0.514086996,0.898256263,0.580836951,-0.418389307,0.901198991,-0.575532517,-0.725095317,0.675969885,-0.737985911,0.881158428,-0.608920997,0.866220622,0.247159185,-0.610422659,-0.649843865,0.995165432,-0.200779948,0.899563665,0.539447698,-0.916056957,0.373408764,-0.703872081,0.405105957,-0.257157963,-0.881264084,-0.319912242,0.694503785,-0.590384794,0.845536735,0.947601374,-0.433326396,0.76047134,-0.50509508,0.17304761,0.869121305,0.431078866,-0.753491187,0.524696725,-0.893679525,-0.826802406,-0.29749195,0.899697914,0.371990608,-0.302547834,-0.706425208,0.846175813,-0.074926511,0.629485836,0.24583742,-0.537315732,0.198624914,0.847125713,0.579321816,-0.641583359,0.574294285,-0.725147119,-0.603356335,0.238486114,-0.452038859,-0.847530377,0.845894603,-0.247804255,0.670428374,0.26001672,0.326565714,-0.005480098,0.245391789,0.624940692,0.065909409,-0.384527516,0.531713714,-0.631982949,0.71850583,-0.78294282,-0.800006808,-0.632192713,0.530423334,-0.508887689,-0.189461234,-0.203297888,0.91771631,0.557680049,-0.350906347,-0.653776739,0.728360279,0.08,0.4,0.64,0.64,0.32,0.4,0.32,0.32,0.08,0.16,0,0.08,0.32,0.16,0.16,0.72,0.32,0.4,0.88,1,1.077488278,0.984938412,3.269207032,0.271306984,0.324140125,0.206253062,0.247489799,0.52233948,0.277310471,0.379042354,0.203552216,2.58176914,2.662742184,9.377073617,597.5940535,1099.777723,0.144029851,,1340,0.012686567,20,0,1,22760,20,17,0,17
blood,0.307805807,0.862709343,0.967558175,-0.598345703,0.703086539,-0.074541037,0.741805667,0.661632584,-0.268940243,0.889230107,0.89335076,0.557709282,0.978059168,0.935553814,0.457204152,0.201777996,0.098391955,0.617097736,0.813007223,0.406275167,0.723647126,0.660724073,0.2611105,0.46720185,0.853116623,0.300917579,0.155443447,0.728199535,-0.425619021,0.947523635,0.028523883,0.957506782,0.859285093,0.083463268,0.623488534,0.992841049,0.484879302,0.900420225,0.6601465,-0.595717548,0.534146516,-0.115575088,0.587711483,0.520028514,-0.396412714,0.938203102,0.770681156,0.52216365,0.932101919,0.991084368,-0.268858735,0.266817482,-0.343870332,-0.233102652,0.624637124,-0.580507703,-0.456605749,-0.169640147,-0.569279269,-0.574964368,0.23991507,0.945804789,0.924778465,0.338481324,0.461834736,0.927308906,0.503296909,0.753584498,0.456613628,-0.003432798,0.385148428,0.659726032,0.04369801,0.046049952,0.595713814,-0.103041396,-0.119486825,0.857623837,0.196116203,0.475459147,0.923419667,0.346125966,0.805918906,0.515393739,0.374568462,0.455086718,0.843693176,0.629093857,0.704474599,0.456952165,-0.345014071,0.037096053,0.252227118,-0.210027804,-0.42982704,0.674993715,0.541814237,0.842427782,0.94525723,0.52800742,0.91435679,0.707215075,0.504288606,0.487846375,0.89241255,0,0,0,0,0.212765957,0.127659574,0.127659574,0.170212766,0.170212766,0.085106383,0.255319149,0.085106383,0.212765957,0.255319149,0.425531915,0.468085106,0.382978723,0.340425532,0.468085106,1,1.006367545,2.052989184,1.230661567,0.125700171,0.305393877,0.144898496,0.327486706,0.23575522,0.421659302,0.221965551,0.432625414,8.021533061,7.243547749,-0.485472107,0.047593624,0.095187145,0.237967914,,748,0.006684492,0,0,1,3740,0,5,0,5
bodyfat,0.086543725,0.994190535,0.994193507,-0.925639875,0.725385291,-0.108740778,-0.108740778,0.83426676,-0.810051123,-0.87139982,0.988730562,0.797566704,0.997535224,0.964877527,0.130764501,0.037711926,0.062929181,0.577226827,-0.105231872,-0.105231872,0.274812877,0.08173618,-0.141034966,0.146265633,0.401933609,0.091576874,-0.051910211,0.978736964,-0.901239282,0.732553349,-0.108680023,-0.108680023,0.839909705,-0.796708859,-0.890040081,0.998416973,0.820768505,0.994096021,0.93688917,-0.944271187,0.708983827,-0.108679923,-0.108679923,0.817104832,-0.812847022,-0.843578139,0.970142408,0.766585092,0.990884216,0.985725534,-0.614130027,-0.105229376,-0.105229376,-0.743585943,0.732328759,0.774813585,-0.888150784,-0.649691825,-0.924963551,-0.956367557,-0.105229396,-0.105229396,0.767546841,-0.510185057,-0.622340614,0.73187525,0.842503273,0.737053922,0.653413016,1,-0.105229376,-0.105229396,-0.105229376,-0.10867952,-0.105229376,-0.10867952,-0.10867952,-0.105229376,-0.105229396,-0.105229376,-0.10867952,-0.105229376,-0.10867952,-0.10867952,-0.632339671,-0.725861306,0.840295966,0.872263154,0.821190794,0.780598046,0.886741885,-0.798065695,-0.712267658,-0.799690399,-0.795656614,-0.902225861,-0.844093733,-0.873230195,-0.781190127,0.833091697,0.989129126,0.924109887,0.798902168,0.699405881,0.959735527,0.222222222,0.296296296,0.296296296,0.148148148,0.037037037,0,0,0,1,0.037037037,0.185185185,0.074074074,0.037037037,0,0.037037037,0.037037037,0.074074074,0.444444444,0.37037037,0.87037037,1.670942472,0.255200844,,0.207700169,0.370847181,,,0.404577461,0.44394418,,,6.624449676,14.70625236,,59.03975471,44.76516721,,,252,0.05952381,0,0,1,3780,0,15,0,15
braziltourism,-0.975836516,0.921042609,0.994830324,-0.978814038,-0.832293653,-0.968403595,0.771775108,-0.880953852,-0.977834293,-0.722136069,0.883386006,-0.902172357,0.987811806,0.987155662,-0.858745735,-0.982003683,0.975287425,0.898347965,0.971682249,-0.687023833,0.938445869,0.996603798,0.721768222,-0.81353653,0.951761698,-0.950149877,-0.980688522,0.88320102,-0.932608309,-0.605775394,-0.911451791,0.946039084,-0.696777614,-0.859274577,-0.78091486,0.992668659,-0.760717015,0.96493544,0.8563025,-0.966665542,-0.864862968,-0.960304924,0.716895711,-0.902977012,-0.984613905,-0.690406859,0.839069417,-0.914326189,0.971056057,0.997942212,0.804672507,0.972156794,-0.800278789,0.866688914,0.978727917,0.760026349,-0.8991035,0.896450691,-0.979772356,-0.954573825,0.818533565,-0.377013301,0.942348215,0.8876852,0.596115381,-0.537012583,0.913844619,-0.767234909,-0.879709021,-0.772771753,0.868263465,0.966960921,0.742196281,-0.877629125,0.898854321,-0.964263184,-0.951091894,-0.497616616,-0.689551267,-0.712470105,0.971421748,-0.577713196,0.840138633,0.681311399,0.922288572,0.704769809,-0.643601898,0.97868861,-0.827009043,-0.912430401,0.69798212,-0.813853631,0.931375204,-0.951633001,-0.983749822,-0.757298077,0.795817717,-0.768438238,-0.664640393,-0.711631713,0.932992947,0.809467084,-0.867120402,-0.917079161,0.955670346,0.707692308,0.4,0.276923077,0.215384615,0.061538462,0.030769231,0.030769231,0,0,0,0,0,0,0,0,0.030769231,0.061538462,0.215384615,0.430769231,1,1.268530766,1.397079595,3.507267517,0.111070486,0.215526089,0.139873624,0.34126626,0.057899685,0.222625956,0.094147298,0.350204527,4.627088036,5.523857364,15.75428607,132.7378304,321.1998603,0.366504854,,412,0.02184466,49,0,1,3612,96,9,0,9
breast-cancer-wisc-diag,-0.584448826,0.600444441,0.914943111,-0.8293575,0.211857077,0.246637859,0.774015408,-0.010803245,-0.530916276,0.059564178,0.719376664,-0.230133779,0.879430289,0.828168212,0.107076861,-0.742166856,0.736126076,0.523618419,-0.294985893,-0.266525057,0.54262661,0.778808539,-0.535718531,-0.080735248,0.668310033,-0.324217092,-0.854608697,0.39414741,-0.347212922,0.835906419,-0.06287779,0.780523307,0.613272221,0.110802705,-0.544351171,0.942409769,0.325135931,0.820580234,0.238751428,-0.944506685,-0.016883348,0.190089954,0.670231886,-0.137882575,-0.614450376,0.264074253,0.521454919,-0.438425477,0.746838648,0.946140737,0.042272073,-0.092298929,-0.650846836,0.090968917,0.538219878,-0.319804511,-0.451341663,0.529155191,-0.706288916,-0.931447513,-0.23928299,0.484676345,0.800140363,0.468094805,-0.730748706,0.699318238,0.631840373,0.510201328,-0.198099417,-0.044845925,-0.484048171,-0.553807576,0.191991293,0.142927417,-0.010717668,0.125508078,0.216162245,0.304760844,-0.129597839,-0.151093784,0.814009668,-0.087560742,0.838369951,0.570000352,0.54053496,-0.707803691,0.410095293,0.593157903,0.304140306,-0.272180669,-0.249289963,-0.097569354,0.28307707,-0.202910017,-0.659741751,-0.418629407,-0.849876989,-0.146554365,0.420614115,0.22235055,0.882606958,0.381237159,-0.046952844,-0.579379332,0.631886179,0,0.117647059,0.235294118,0.117647059,0.470588235,0.235294118,0.117647059,0.588235294,0.352941176,0.941176471,0.117647059,0.470588235,0.588235294,0.352941176,0.235294118,0.823529412,0.588235294,0.470588235,0.705882353,1,1.22792607,0.141559178,0.887463495,0.127865774,0.294223316,0.140363048,0.286456672,-0.034455583,0.212927461,0.125688232,0.344033328,0.612679818,3.306991306,-1.212408546,0.029719938,0.089160953,0.297202797,,286,0.034965035,0,0,1,2860,0,10,0,10
breast-cancer-wisc-prog,-0.954065452,0.820783937,0.985648781,-0.953912535,-0.763639429,-0.816918112,0.885120513,-0.833311757,-0.963422149,-0.777899153,0.762657791,-0.916673714,0.938488884,0.956087612,-0.693779316,-0.970514123,0.94378461,0.840041343,0.872733264,-0.783153753,0.92949635,0.99577654,0.714548501,-0.624984296,0.985673747,-0.842835313,-0.962397394,0.73225005,-0.863489292,-0.422044564,-0.537876819,0.957975128,-0.442238018,-0.729085966,-0.941770714,0.991942579,-0.597600628,0.961098626,0.653598658,-0.920142473,-0.804429295,-0.848255785,0.819591985,-0.895445193,-0.968757269,-0.693951732,0.664178454,-0.953860327,0.878744168,0.989962254,0.719045362,0.781256793,-0.900053641,0.793993047,0.958930623,0.873277153,-0.812979203,0.891897839,-0.947566504,-0.877892732,0.738473776,-0.541965989,0.848674826,0.824414287,0.463855653,-0.352839419,0.848365703,-0.592750002,-0.808438598,-0.648324198,0.840131904,0.845256887,0.538635528,-0.46713301,0.8856742,-0.686018488,-0.862097777,-0.555429461,-0.808366718,-0.910262067,0.931504117,-0.705670194,0.967163106,0.756217424,0.907189775,0.465241961,-0.357662666,0.960525174,-0.641594221,-0.926861247,0.747242799,-0.664109903,0.971840573,-0.868270317,-0.951792285,-0.927101845,0.630158201,-0.91140663,-0.616399953,-0.520903857,0.926689173,0.579239741,-0.77116387,-0.966815746,0.819090083,0.705882353,0.509803922,0.235294118,0.31372549,0.235294118,0.117647059,0.078431373,0,0,0,0,0,0,0,0.078431373,0.078431373,0.117647059,0.352941176,0.588235294,1,0.792731566,1.394754314,0.653158335,0.311731715,0.326079216,0.372105326,0.384846916,0.651810659,0.119056838,0.768976551,0.116931713,1.346325641,3.857619677,-1.573384189,0.034477741,0.103433505,0.344778255,,699,0.014306152,0,0,1,6990,0,10,0,10
breast-cancer-wisc,-0.383276009,-0.024864838,0.806684339,-0.733442372,-0.129883583,0.072842747,0.080255078,-0.164543084,-0.494046244,0.377277149,0.08493482,-0.161951679,0.683305774,0.68595544,0.888818523,-0.644756235,0.624479782,0.930651596,0.236050731,0.784124115,0.912075203,0.745087704,-0.911834433,0.819453256,0.830433498,0.202234544,-0.843386564,-0.439751456,0.449342647,0.988056798,0.218061145,0.921208257,0.941722552,0.628333291,-0.823752471,0.975205172,0.84329513,0.491316491,-0.653051752,-0.931511015,-0.507458624,-0.054985312,-0.305682696,-0.492178585,-0.671601358,0.641921203,-0.35012831,-0.562479711,0.358497943,0.903850797,0.508225811,-0.044495822,0.289685738,0.481742867,0.602373769,-0.671490695,0.370074403,0.579630208,-0.400567093,-0.854571,0.232662136,0.904721005,0.967483319,0.699548508,-0.861272862,0.940934689,0.846346489,0.41392967,-0.72299169,0.202397759,0.201683121,0.063765665,-0.134547803,0.21854175,0.4003937,0.277983395,-0.196739852,0.893063471,0.592022393,-0.676169115,0.887625356,0.709590912,0.580696711,-0.518403996,0.750101611,-0.838338601,0.864328671,0.758583781,0.383298241,-0.707247265,-0.5947401,0.502944552,0.411114439,0.070923498,-0.716747988,-0.773483858,-0.822180829,-0.020893097,0.822540983,0.828158568,0.539077839,-0.555354909,0.271204734,-0.762120905,0.164103313,0.114285714,0.342857143,0.342857143,0.285714286,0.285714286,0.228571429,0.171428571,0,0.285714286,0.228571429,0.285714286,0.057142857,0.571428571,0.228571429,0.342857143,0.342857143,0.4,0.285714286,0.628571429,1,1.251880366,1.696823328,0.527067168,0.210034426,0.290515386,0.283454131,0.326890767,0.393807514,0.306346059,0.513870005,0.277478335,7.43061171,12.45628322,-1.722200201,0.012018835,0.065829797,0.37258348,,569,0.054481547,0,0,1,17639,0,31,0,31
breast-cancer,-0.803054368,0.899687425,0.993234847,-0.971217664,-0.125754076,-0.802446956,0.879915893,-0.562773541,-0.954601189,0.221683346,0.853322746,-0.395191125,0.998055552,0.986663999,-0.615464283,-0.819176367,0.810750081,0.476902973,0.953447565,-0.614344613,0.865985175,0.894545048,0.044040591,-0.542577939,0.805993807,-0.801575458,-0.821124011,0.848604894,-0.880718388,0.222153778,-0.685662929,0.983242475,-0.26407911,-0.783697591,0.084985963,0.989034585,-0.269020818,0.901722694,0.825011745,-0.961230325,-0.205944234,-0.804521546,0.82818164,-0.616760351,-0.965498801,0.24835635,0.794505392,-0.413313873,0.991306837,0.998482082,0.112682048,0.797242747,-0.864664484,0.564592999,0.967220656,-0.213409585,-0.840102585,0.398397385,-0.967679039,-0.95343769,0.358932226,0.256487513,0.763123056,0.321364611,0.104011842,0.301041438,0.439930496,-0.122602499,-0.23616678,-0.702890365,0.763975862,0.857191081,0.113102345,-0.608585013,0.789904201,-0.809062888,-0.800017564,-0.245259915,-0.763199744,0.058445642,0.966156417,-0.304670547,0.88249792,0.804131388,0.716714688,0.110497226,-0.173247484,0.771998834,-0.558503488,-0.636470745,-0.216599457,-0.727962079,0.49322324,-0.950894634,-0.965970513,0.121632433,0.449477352,0.207110978,0.260836724,-0.191195999,0.852142776,0.768690659,-0.396558726,-0.417857549,0.98400837,0.41025641,0.564102564,0.205128205,0.307692308,0.153846154,0.102564103,0.153846154,0.358974359,0.205128205,0,0.153846154,0.256410256,0.307692308,0.205128205,0.205128205,0.051282051,0,0.41025641,0.717948718,1,0.747625341,1.117611517,1.234513765,0.191973584,0.303617485,0.183573655,0.282667691,0.210700071,0.325768299,0.076388455,0.202850996,2.555435421,4.463428252,-0.475975764,0.006981561,0.04010613,0.237373737,,198,0.171717172,0,0,1,6732,0,34,0,34
breast-tissue,0.20505175,0.934606542,0.95909421,-0.746248905,0.84776121,-0.324008697,0.899980889,0.624456397,-0.207129673,0.388424872,0.929616791,0.455668106,0.987610504,0.886699005,0.338545957,0.102156153,-0.33888182,0.541755852,0.671747733,0.339849666,0.697403005,0.741802294,0.574572523,0.336273075,0.848726763,0.226470422,0.048985186,0.825015201,-0.70086082,0.96097012,-0.218461146,0.951562854,0.784612028,-0.038762731,0.302778363,0.997972378,0.501409777,0.949132928,0.706668367,-0.731027516,0.710623806,-0.350814736,0.791367798,0.468455171,-0.31091584,0.450402828,0.821807109,0.373563867,0.946534042,0.974403358,-0.719704808,0.023826511,-0.716266191,-0.486835169,0.145389819,-0.523476901,-0.696020791,-0.449502169,-0.748370804,-0.67909059,-0.01543648,0.921546483,0.864536724,0.152852999,0.388100101,0.961262167,0.625034018,0.868703263,0.58288323,-0.20568997,0.158842942,0.707029794,0.343604731,-0.219734471,0.352200734,-0.326818923,-0.33843389,0.764375107,-0.020144469,0.29984918,0.945254745,0.488331063,0.910827974,0.681409407,0.299309087,0.266783699,0.78984571,0.781972511,0.643253806,0.351340882,0.37027911,-0.044847733,0.376935675,-0.177444228,-0.356286838,0.293079396,0.452305648,0.405085947,0.488550217,0.499748694,0.945482629,0.704946931,0.450634885,0.323898908,0.865204269,0,0,0.266666667,0.088888889,0.044444444,0.088888889,0.311111111,0.177777778,0.044444444,0.177777778,0.088888889,0.177777778,0.266666667,0.577777778,0.4,0.177777778,0.266666667,0.444444444,0.4,1,1.871364314,2.03013828,0.019491413,0.261069446,0.355854571,0.197832943,0.373057277,0.453593525,0.416484791,0.289694513,0.413104788,8.621285036,17.63736457,-1.347622143,0.250000035,0.749999988,2.5,,106,0.094339623,0,0,1,1060,0,10,0,10
