f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,clase
-0.46684,0.2495,-0.27506,-0.35759,-0.43095,-0.4814,0.26776,-0.23535,-0.38095,-0.48359,-0.49178,0.26371,-0.23018,-0.47043,-0.49113,-0.47726,0.23778,-0.3682,-0.34629,-0.37764,0.30108,-0.32823,0.22994,-0.41095,0.20601,0.54276,-0.42501,0.18495,-0.50151,0.16858,0.68888,-0.34614,0.22456,-0.42137,0.12206,0.48767,0.41276,0.26068,0.18651,0.206,0.22847,cn
-0.6858,1.0269,0.80545,-0.60293,-1.05419,-0.69128,1.01798,0.79212,-0.63008,-1.03229,-0.67374,1.01079,0.74729,-0.61507,-1.05886,-0.65407,0.99894,0.77749,-0.65313,-1.11755,0.13652,0.38922,0.00353,0.00484,0.86047,-0.43116,0.51221,0.11171,0.10243,0.97082,-0.06751,0.60837,-0.00391,0.09589,0.97776,0.98099,1.10002,1.05888,0.99109,0.94208,0.92538,sn
-0.65601,0.88593,0.59982,-0.56981,-1.02688,-0.66376,0.88888,0.63835,-0.60519,-1.06418,-0.64841,0.86246,0.65434,-0.64718,-1.06176,-0.62351,0.82111,0.38289,-0.5747,-0.93277,0.41999,0.27823,-0.0871,-0.03615,0.76098,0.33248,0.2135,-0.12406,-0.09075,0.74395,0.48267,0.35456,-0.17367,-0.00003,0.75775,0.96459,1.08734,1.06426,1.01725,1.01193,1.02807,sn
-0.66688,1.00313,0.89764,-0.6231,-0.96679,-0.67242,0.98884,0.89878,-0.64667,-0.94419,-0.65758,0.96811,0.84623,-0.60856,-0.95111,-0.63834,0.9425,0.77254,-0.57301,-0.92481,0.48941,0.5366,-0.39295,0.17061,0.86056,0.45707,0.71348,-0.70793,0.37806,0.92711,0.47349,0.6452,-0.48809,0.22136,0.8755,0.86997,1.04019,1.03461,0.99589,0.96489,0.96546,cn
-0.66894,1.03851,0.94687,-0.63902,-0.79095,-0.67565,1.03868,0.93985,-0.65816,-0.76455,-0.66645,1.06035,0.93869,-0.60405,-0.82546,-0.65699,1.09241,1.08466,-0.60927,-0.96847,0.21803,0.69233,0.13332,0.16088,1.01262,-0.87591,0.97655,0.90899,0.5497,1.09322,-0.4755,0.87337,0.32175,0.32201,1.12335,0.70942,0.82271,0.87799,0.88094,0.85554,0.86146,sn
-0.15234,-0.15804,-0.44467,-0.17595,0.17705,-0.15537,-0.16617,-0.45418,-0.2276,0.19924,-0.16903,-0.20027,-0.57407,-0.23221,0.2575,-0.19323,-0.21265,-0.63372,-0.10761,0.27872,0.07873,-0.49692,0.51788,-0.51846,-0.01865,0.45455,-0.69731,0.43553,-0.63159,-0.30382,0.53847,-0.62736,0.48615,-0.56022,-0.27633,-0.18404,-0.15624,-0.21055,-0.24221,-0.23172,-0.19283,cn
0.94071,-1.2639,-0.93026,1.19414,0.80419,1.02074,-1.29983,-0.94493,0.77332,0.83753,1.06036,-1.34203,-0.95462,-0.05845,0.97813,1.14645,-1.40129,-0.94282,-0.53097,1.10803,-0.54934,-0.96772,0.64162,-0.63601,-1.3339,0.0961,-1.07432,0.65439,-0.75352,-1.61086,0.29401,-0.98072,0.70021,-0.66696,-1.40544,-0.62628,-0.95514,-1.00498,-0.98417,-0.98433,-0.96821,cn
-0.64385,0.90224,0.54698,-0.62424,-0.6341,-0.65078,0.90149,0.59034,-0.63347,-0.60845,-0.64337,0.92582,0.71356,-0.57382,-0.67715,-0.63306,0.93848,0.92381,-0.58813,-0.82987,-0.73603,0.48454,-0.07599,0.03279,0.88989,-0.9457,0.89297,-0.36985,0.3396,0.95819,-0.94344,0.64978,-0.12674,0.06435,0.90895,0.52761,0.69202,0.73198,0.72385,0.70181,0.70142,sn
-0.52683,0.25774,-0.44055,-0.36243,-0.3449,-0.55713,0.31188,-0.4327,-0.33152,-0.4767,-0.57523,0.39267,-0.27831,-0.3918,-0.68008,-0.56285,0.39589,-0.23949,-0.52615,-0.69607,0.0546,-0.41064,0.3421,-0.47264,0.13909,-0.34553,-0.28212,0.39912,-0.49936,0.4278,-0.04458,-0.27743,0.34607,-0.45294,0.29868,0.49605,0.23674,0.05814,-0.00334,0.04772,0.10131,sn
-0.43957,0.4265,-0.00221,-0.58106,0.04543,-0.45104,0.44857,0.05047,-0.57105,0.07152,-0.47535,0.51038,0.241,-0.49358,-0.05113,-0.5136,0.56372,0.52949,-0.54103,-0.29289,0.27597,0.17769,-0.39938,0.02631,0.51404,0.48773,0.63545,-1.06008,0.39841,0.62882,0.18068,0.25298,-0.38976,0.00767,0.5332,-0.10812,-0.00103,0.06741,0.10994,0.14347,0.16465,sn
-0.46403,0.52212,0.18426,-0.59697,-0.04623,-0.47238,0.53275,0.21825,-0.59333,-0.01385,-0.48936,0.57393,0.3716,-0.51972,-0.09548,-0.52138,0.61987,0.58862,-0.5378,-0.29768,0.28141,0.22634,-0.37994,0.02878,0.55943,0.35817,0.75367,-1.09409,0.48465,0.6988,0.10707,0.36565,-0.46842,0.08456,0.60438,-0.02919,0.11791,0.2003,0.24159,0.25752,0.27003,sn
-0.52524,0.41997,0.19854,-0.49125,-0.59403,-0.52927,0.40977,0.25228,-0.53292,-0.58961,-0.53646,0.38222,0.1625,-0.59292,-0.60913,-0.52312,0.33912,-0.08333,-0.49196,-0.60268,0.78354,-0.04918,-0.09007,-0.19543,0.40156,1.27197,-0.12421,-0.28207,-0.21661,0.28494,0.91035,-0.09241,-0.11701,-0.2051,0.31121,0.62481,0.53113,0.44094,0.40413,0.41458,0.43414,sn
-0.41908,0.4231,0.20795,-0.58787,0.08562,-0.41174,0.41251,0.23108,-0.58605,0.14548,-0.42872,0.43738,0.2788,-0.50262,0.09945,-0.47291,0.50798,0.49523,-0.52369,-0.15339,1.33491,0.18484,-0.31016,0.00456,0.51269,1.34092,0.67454,-0.89388,0.40215,0.62644,1.20833,0.2746,-0.35026,0.05919,0.58098,-0.14391,-0.06479,0.00716,0.05927,0.0826,0.10062,sn
-0.57695,0.84962,0.81338,-0.64726,-0.52323,-0.57549,0.84134,0.84981,-0.66095,-0.4706,-0.58246,0.86036,0.94783,-0.59555,-0.51216,-0.60034,0.89274,1.13809,-0.58437,-0.69809,1.18967,0.62538,-0.81382,0.45243,0.7474,0.90271,1.20167,-1.27999,0.95855,0.93999,0.89943,0.87256,-0.86361,0.56088,0.8883,0.46426,0.55391,0.62337,0.68487,0.70747,0.71337,sn
-0.21121,0.28842,0.03789,-0.58811,0.1741,-0.20164,0.28985,0.06583,-0.57772,0.20464,-0.24726,0.33503,0.17506,-0.47683,0.11593,-0.33078,0.3982,0.37121,-0.4473,-0.11883,1.49338,0.14141,-0.4483,0.03917,0.33884,1.57118,0.72662,-1.325,0.54569,0.48456,1.35307,0.30712,-0.58378,0.12817,0.4203,-0.26254,-0.10772,-0.03434,0.00199,0.02375,0.03797,cn
-0.59042,0.62347,0.09359,-0.54514,-0.47112,-0.60409,0.64498,0.13491,-0.54679,-0.50352,-0.61026,0.68548,0.31182,-0.54399,-0.63599,-0.60386,0.67927,0.35664,-0.59401,-0.71615,0.87704,0.1515,-0.20083,-0.11073,0.56313,0.67917,0.24789,-0.19783,-0.09973,0.70318,0.70117,0.15259,-0.07026,-0.17622,0.59181,0.45688,0.48177,0.45733,0.43652,0.42957,0.45415,sn
-0.62258,0.76397,0.41378,-0.5877,-0.65465,-0.63244,0.77385,0.46102,-0.60055,-0.66116,-0.63455,0.80128,0.62205,-0.59279,-0.78288,-0.62653,0.79079,0.67878,-0.63855,-0.92125,1.19453,0.32238,-0.35101,0.01965,0.63253,0.9215,0.49414,-0.46018,0.10457,0.79,0.92278,0.3664,-0.21395,-0.04152,0.70758,0.6375,0.64207,0.62213,0.64289,0.63324,0.64866,sn
-0.31105,-0.08623,-0.53488,-0.30066,-0.17457,-0.32133,-0.0785,-0.54812,-0.24684,-0.19247,-0.34338,-0.08799,-0.61576,-0.06809,-0.19681,-0.32613,-0.14558,-0.68642,0.2887,-0.10432,1.18234,-0.35405,0.00561,-0.27416,-0.04432,1.61889,-0.51994,0.06351,-0.43288,-0.12321,1.14638,-0.15411,-0.5902,0.16806,-0.02825,0.33208,-0.0069,-0.24331,-0.31933,-0.32866,-0.34587,cn
-0.24694,0.00218,-0.30251,-0.47436,0.44512,-0.25735,0.03625,-0.28337,-0.44789,0.40635,-0.31118,0.12456,-0.18073,-0.37958,0.24562,-0.38209,0.21702,-0.05534,-0.42969,-0.02245,1.49169,-0.26108,-0.06824,-0.23129,0.06947,1.50439,0.11245,-0.43827,-0.06847,0.34026,1.20239,-0.14043,-0.06181,-0.24437,0.2505,-0.3903,-0.44741,-0.40616,-0.37002,-0.34088,-0.34909,sn
-0.58111,0.82462,0.86167,-0.61523,-0.75957,-0.58531,0.8091,0.8952,-0.64287,-0.74175,-0.59022,0.78907,0.86371,-0.62328,-0.77515,-0.59059,0.76463,0.65301,-0.55605,-0.78288,1.03028,0.56669,-0.61166,0.23614,0.74605,1.12602,0.57547,-0.84684,0.2919,0.72176,0.85116,0.51686,-0.5352,0.1611,0.722,0.65383,0.8423,0.87505,0.88755,0.88246,0.89956,cn
-0.24172,0.1093,-0.03818,-0.41923,-0.12069,-0.24013,0.0968,-0.00806,-0.46151,-0.09653,-0.23566,0.05778,-0.09376,-0.53892,-0.10317,-0.20805,0.00492,-0.28746,-0.41618,-0.00421,0.59582,-0.21967,-0.10544,-0.2588,0.12321,1.04884,-0.32893,-0.25663,-0.30888,-0.05089,0.60062,-0.26204,-0.04695,-0.28289,0.03709,0.04545,0.16392,0.10423,0.08983,0.1092,0.1413,sn
-0.50078,0.63628,0.43574,-0.60512,-0.28765,-0.50322,0.63253,0.47409,-0.61351,-0.23452,-0.50893,0.64258,0.53616,-0.55319,-0.27532,-0.52567,0.66128,0.6046,-0.52972,-0.40232,0.547,0.35057,-0.49437,0.11184,0.63108,0.69909,0.7,-1.12451,0.47126,0.67333,0.35264,0.42265,-0.51097,0.13589,0.66222,0.2131,0.35652,0.39087,0.41565,0.42715,0.41957,cn
-0.20091,-0.09599,-0.19263,-0.282,-0.07078,-0.20233,-0.12477,-0.20431,-0.38505,-0.04604,-0.20877,-0.17902,-0.40529,-0.47786,0.00556,-0.18782,-0.23025,-0.55362,-0.30118,0.11493,0.83293,-0.44884,0.13425,-0.39418,-0.1069,1.35376,-0.62444,0.16674,-0.52572,-0.31156,0.95675,-0.49896,0.17389,-0.41213,-0.23582,0.0463,0.05842,-0.045,-0.04505,-0.03823,-0.03408,cn
0.06707,-0.32406,-0.15282,-0.32383,0.04152,0.124,-0.34316,-0.17205,-0.39522,0.00861,0.12613,-0.35957,-0.22706,-0.69924,0.07964,0.12054,-0.44248,-0.44556,-0.79308,0.14997,1.01568,-0.38961,0.3473,-0.37559,-0.2036,1.51591,-0.5483,0.04152,-0.40073,-0.42278,1.13112,-0.41143,0.10014,-0.29156,-0.2612,0.0408,-0.15681,-0.25455,-0.26406,-0.28861,-0.29476,sn
0.3241,-1.0261,-0.92049,1.09859,0.6883,0.37939,-1.07414,-0.9551,0.88294,0.73712,0.40664,-1.13862,-0.9861,0.88029,0.88496,0.43356,-1.18575,-0.9795,1.40684,1.03777,1.01727,-0.94947,0.59468,-0.65239,-1.04432,1.81483,-1.06328,0.62668,-0.76305,-1.28548,1.34879,-0.98693,0.6763,-0.68039,-1.22059,-0.52453,-0.85224,-0.95778,-0.99378,-1.01387,-1.03518,cn
-0.35768,-0.14321,-0.77685,-0.3404,0.64738,-0.38942,-0.07471,-0.75764,-0.24733,0.55286,-0.43612,0.04992,-0.6198,-0.08411,0.3219,-0.47892,0.17429,-0.39706,-0.19976,-0.05071,0.93386,-0.59467,0.43495,-0.56952,-0.16141,0.39634,-0.08803,0.40196,-0.47965,0.37397,0.30664,-0.42259,0.54022,-0.57036,0.12978,-0.52945,-0.73127,-0.72861,-0.71766,-0.70582,-0.69244,sn
1.47584,-1.49632,-1.10016,0.93677,2.58173,1.34671,-1.45033,-1.1165,1.41899,2.64189,1.30155,-1.42085,-1.06225,2.14992,2.59448,1.25897,-1.37857,-0.99725,2.59127,2.54831,1.22071,-0.98494,0.50402,-0.63117,-1.45776,1.35868,-0.90177,0.6164,-0.71749,-0.98608,1.1988,-0.96815,0.6021,-0.64303,-1.20775,-3.05835,-1.998,-1.68842,-1.59582,-1.57072,-1.56014,sn
-0.64755,0.94445,0.94847,-0.63219,-1.00303,-0.65359,0.94249,1.05548,-0.66063,-1.01187,-0.6459,0.92746,1.22235,-0.66125,-1.02819,-0.63068,0.89116,1.06034,-0.62914,-1.00213,0.83267,0.64774,-0.77284,0.35743,0.80547,0.90631,0.8148,-1.39674,0.74834,0.85862,0.906,0.64681,-0.89396,0.43578,0.77935,0.9119,1.05791,1.13545,1.19902,1.22495,1.25725,sn
-0.18579,-0.07922,-0.40983,-0.26194,-0.07415,-0.19757,-0.06727,-0.37331,-0.29586,-0.10116,-0.21174,-0.07896,-0.40313,-0.40019,-0.11068,-0.20477,-0.11427,-0.49768,-0.31856,-0.0166,0.38382,-0.53956,0.24806,-0.49676,-0.20305,0.92306,-0.52792,0.13366,-0.53393,-0.11254,0.70524,-0.54148,0.30344,-0.5079,-0.22931,0.075,0.05891,-0.0681,-0.11684,-0.12693,-0.11778,cn
1.39633,-1.6891,-1.08245,3.12052,1.32357,1.43134,-1.70877,-1.10713,2.84595,1.30009,1.43529,-1.7437,-1.07982,1.95175,1.34246,1.47663,-1.7786,-1.04418,1.78522,1.40683,0.49971,-1.06342,0.58989,-0.66259,-1.65593,1.36402,-1.14188,0.62038,-0.76973,-2.00137,1.04749,-1.07158,0.66893,-0.68963,-1.85925,-1.12136,-1.43842,-1.40271,-1.35798,-1.33875,-1.34136,cn
-0.09659,-0.38959,-0.61247,0.04814,0.06539,-0.10104,-0.39696,-0.6313,-0.03788,0.05146,-0.09421,-0.44526,-0.7215,-0.12603,0.11882,-0.07417,-0.48917,-0.74823,-0.18342,0.22305,0.65213,-0.75169,0.41851,-0.5805,-0.50306,1.34638,-0.81185,0.37069,-0.65526,-0.56296,1.0901,-0.77001,0.48011,-0.59285,-0.60412,0.02628,-0.17384,-0.36369,-0.4485,-0.47985,-0.50778,cn
2.86727,-2.16983,-1.1514,4.70602,2.06389,3.02799,-2.20326,-1.17401,5.58035,2.07719,3.09641,-2.21002,-1.1296,7.05719,2.11153,2.9709,-2.17147,-1.07454,7.11494,2.09962,0.40155,-1.072,0.60979,-0.66366,-2.07288,1.25078,-1.16016,0.63806,-0.77217,-2.33861,0.98645,-1.10654,0.67835,-0.69283,-2.24645,-2.14583,-1.96115,-1.71449,-1.63065,-1.60598,-1.60557,cn
-0.48367,0.658,0.5264,-0.61238,-0.4167,-0.49227,0.6652,0.5882,-0.62491,-0.41658,-0.49459,0.67882,0.78639,-0.59944,-0.44724,-0.48928,0.66099,0.79544,-0.58795,-0.45004,0.90338,0.44057,-0.8446,0.3047,0.57152,1.04416,0.71424,-1.60112,0.81552,0.72201,0.93811,0.511,-1.02913,0.46907,0.61107,0.28393,0.55986,0.64011,0.6978,0.73548,0.75269,cn
-0.60839,0.70432,0.73067,-0.55305,-0.97901,-0.61222,0.67955,0.81822,-0.6244,-0.98546,-0.5945,0.60555,0.57719,-0.68958,-0.90362,-0.57041,0.5536,0.20209,-0.57101,-0.7774,0.85552,0.17873,-0.31544,0.00367,0.57667,1.20973,0.03926,-0.51592,-0.06025,0.46823,1.26972,0.14762,-0.37974,0.00408,0.47801,0.91611,1.01059,1.01196,1.01047,1.01944,1.01126,cn
-0.58771,0.59892,0.60467,-0.53189,-0.92258,-0.58997,0.57075,0.65679,-0.60344,-0.91577,-0.57333,0.49656,0.41072,-0.67477,-0.85501,-0.54746,0.43518,0.0593,-0.5473,-0.71139,1.0829,0.05141,-0.28641,-0.06719,0.44221,1.51063,-0.04451,-0.52547,-0.07817,0.37419,1.43014,0.03883,-0.33823,-0.03877,0.37651,0.86118,0.9135,0.8607,0.85258,0.83917,0.85631,sn
-0.48129,0.8132,1.19421,-0.65916,-0.64873,-0.47679,0.79791,1.26138,-0.68334,-0.62112,-0.48573,0.78886,1.3529,-0.64226,-0.62447,-0.48912,0.76727,1.21211,-0.57479,-0.59801,1.17875,0.90889,-1.49585,0.90723,0.71365,1.26272,1.18503,-2.38541,1.51442,0.79705,1.24617,0.91604,-1.62921,0.99975,0.69959,0.49618,0.78471,0.91557,1.00313,1.03299,1.07232,sn
-0.49826,0.48512,0.35733,-0.5047,-0.64102,-0.50055,0.46641,0.41237,-0.56292,-0.64813,-0.48837,0.40551,0.25887,-0.62842,-0.60112,-0.46698,0.34833,-0.0203,-0.51187,-0.46959,1.14192,-0.09566,-0.17491,-0.19033,0.28172,1.45026,-0.07449,-0.40339,-0.15477,0.35191,1.38809,-0.05409,-0.19754,-0.15209,0.30834,0.56285,0.67408,0.64305,0.61807,0.62115,0.63066,cn
-0.23629,-0.08607,-0.46763,-0.31967,0.23969,-0.23855,-0.07187,-0.456,-0.29474,0.24,-0.24038,-0.05438,-0.42569,-0.28082,0.20078,-0.24544,-0.03055,-0.37946,-0.38098,0.1127,1.70615,-0.47024,-0.09553,-0.21419,-0.30083,1.16148,-0.37694,-0.16413,-0.20446,0.06696,1.48587,-0.48518,0.07647,-0.29631,-0.21261,-0.1682,-0.35413,-0.44362,-0.48305,-0.49743,-0.49777,sn
-0.59436,0.82193,0.86453,-0.62104,-0.75332,-0.59845,0.81301,0.93409,-0.6483,-0.73836,-0.58901,0.79508,1.06066,-0.65182,-0.74962,-0.57262,0.75282,0.89496,-0.62181,-0.70783,1.17086,0.47509,-0.7877,0.29508,0.61285,1.1544,0.71691,-1.49346,0.73629,0.77171,1.11096,0.57561,-0.98493,0.48082,0.68185,0.64167,0.83497,0.89207,0.9494,0.94774,0.9786,cn
-0.59948,0.96814,1.29981,-0.67006,-0.74892,-0.59888,0.95029,1.31182,-0.69138,-0.69751,-0.59715,0.94516,1.38322,-0.63373,-0.71506,-0.59511,0.93681,1.45284,-0.59672,-0.75429,1.0352,0.97143,-1.49215,0.94841,0.81914,0.82182,1.38701,-2.5069,1.74953,0.96644,0.79564,1.15523,-1.84232,1.29521,0.9249,0.63847,0.84547,0.94729,1.01618,1.05609,1.07233,cn
-0.31816,0.11828,-0.03078,-0.4326,-0.33385,-0.31211,0.12372,-0.06154,-0.45061,-0.34217,-0.33442,0.11691,-0.20265,-0.44149,-0.34106,-0.35251,0.06578,-0.31992,-0.46646,-0.32086,0.72959,-0.29721,0.32155,-0.38822,0.17663,0.99981,-0.22016,-0.2635,-0.22338,0.12028,0.91815,-0.24458,0.07919,-0.29996,0.1027,0.31335,0.23832,0.13155,0.08035,0.04793,-0.00309,sn
1.7694,-1.39293,-1.00573,0.72373,2.08348,1.6631,-1.36436,-1.01998,0.98454,2.11703,1.65915,-1.35992,-0.9832,1.23936,2.13247,1.62178,-1.34279,-0.9202,0.74533,2.07628,1.8724,-0.94305,0.47011,-0.61882,-1.49191,1.70279,-0.9077,0.44948,-0.65742,-1.09781,1.76549,-0.91521,0.52544,-0.62198,-1.23016,-2.39125,-1.68783,-1.47336,-1.41752,-1.4039,-1.39809,sn
4.36279,-2.18807,-1.14842,2.60357,2.99103,4.10676,-2.14434,-1.16434,3.46511,3.07206,4.04314,-2.12002,-1.0999,4.11075,3.01987,4.16566,-2.1443,-1.03326,2.62293,3.04237,0.92243,-1.06791,0.5529,-0.65745,-1.96825,1.0432,-1.07634,0.55175,-0.74224,-1.9836,0.83873,-1.05422,0.61995,-0.67649,-2.17869,-3.63067,-2.21957,-1.83494,-1.71855,-1.68295,-1.6684,sn
3.58705,-2.34077,-1.16087,4.9016,2.38283,3.86291,-2.37603,-1.18337,6.06667,2.42776,3.77607,-2.35759,-1.13734,8.15601,2.44735,3.31831,-2.27926,-1.0827,9.01781,2.36964,0.27367,-1.07948,0.59607,-0.66475,-2.12928,1.20799,-1.1553,0.63406,-0.77219,-2.39031,0.77216,-1.11097,0.6739,-0.69296,-2.3563,-2.4421,-2.08362,-1.78003,-1.68355,-1.66481,-1.6649,cn
1.66792,-1.73447,-1.06816,1.86819,1.57591,1.77043,-1.76861,-1.08802,2.12719,1.61705,1.70904,-1.72169,-1.04356,2.05225,1.68,1.35535,-1.58422,-0.97682,1.37633,1.52992,0.77575,-0.98825,0.5963,-0.648,-1.58712,1.48939,-1.09045,0.63603,-0.7619,-1.86778,1.24445,-1.03873,0.66714,-0.68118,-1.63425,-1.50164,-1.58536,-1.45749,-1.38149,-1.33451,-1.30724,cn
-0.50702,0.71112,0.68788,-0.593,-0.63945,-0.49826,0.68794,0.71717,-0.62074,-0.59315,-0.49173,0.64347,0.56834,-0.58326,-0.5466,-0.49017,0.61818,0.36566,-0.48766,-0.50491,1.54927,0.242,-0.63312,0.2167,0.43585,1.11516,0.51566,-0.83315,0.45704,0.68643,1.24831,0.26535,-0.43134,0.13556,0.57627,0.55063,0.74505,0.73472,0.68882,0.65307,0.64957,sn
-0.63384,0.8074,0.79838,-0.58059,-0.89754,-0.63384,0.78567,0.83017,-0.62619,-0.86638,-0.61223,0.72503,0.61857,-0.62675,-0.8014,-0.59521,0.69766,0.33008,-0.52536,-0.7142,1.50905,0.27326,-0.73695,0.33552,0.45421,0.80309,0.27857,-0.57302,0.2993,0.71895,1.19272,0.23669,-0.45147,0.19403,0.57573,0.84543,0.90725,0.885,0.84563,0.82404,0.82299,sn
-0.53917,0.48043,0.0506,-0.61705,-0.2053,-0.5533,0.51711,0.05258,-0.6048,-0.26333,-0.56386,0.60975,0.2818,-0.49808,-0.35821,-0.57495,0.69088,0.59813,-0.47137,-0.54125,0.06781,0.36002,-1.0843,0.54688,0.44586,-0.35213,1.10981,-1.53404,0.87471,0.80955,-0.37724,0.73819,-0.95069,0.46172,0.72775,0.26575,0.07947,0.05971,0.12635,0.17014,0.19339,sn
-0.05413,-0.62491,-0.85629,-0.02536,0.67259,-0.06074,-0.62212,-0.85614,0.10708,0.68044,-0.05859,-0.63497,-0.85306,0.40081,0.71148,-0.05349,-0.62776,-0.81422,0.69395,0.73022,-0.95008,-0.35282,0.80459,-0.54969,-0.25016,-1.06555,-0.79498,0.7139,-0.72787,-0.584,-0.5706,-0.75183,0.72723,-0.65385,-0.55679,-0.59343,-0.77251,-0.82318,-0.82656,-0.8036,-0.77558,cn
-0.623,0.71392,0.33854,-0.51027,-0.74963,-0.62815,0.71024,0.34308,-0.55238,-0.75064,-0.6078,0.67619,0.15388,-0.54583,-0.68871,-0.58899,0.65885,0.02255,-0.48699,-0.61441,-0.52285,0.1922,0.37113,-0.1681,0.75895,-0.62074,-0.13974,0.60123,-0.32802,0.53928,-0.2733,-0.04576,0.44362,-0.25861,0.5857,0.70809,0.78776,0.70797,0.63435,0.58579,0.58941,cn
-0.63141,0.67522,0.20073,-0.49438,-0.84721,-0.63804,0.67354,0.21492,-0.52737,-0.84992,-0.6191,0.64584,0.09522,-0.53799,-0.82452,-0.60052,0.61964,-0.00296,-0.51903,-0.77894,-1.09574,0.0257,0.61261,-0.26427,0.62756,-1.17369,-0.14951,0.74063,-0.3565,0.53592,-0.87901,-0.08861,0.59243,-0.30641,0.53365,0.82544,0.81133,0.69964,0.60105,0.57676,0.57613,sn
-0.65107,1.07677,1.08043,-0.63807,-0.849,-0.65534,1.06611,1.10297,-0.66477,-0.83065,-0.63596,1.03027,0.89438,-0.60236,-0.77157,-0.61967,1.03158,0.68701,-0.49689,-0.73794,-0.41542,0.98411,-0.41472,0.42035,1.12325,-0.75385,0.72764,-0.00022,0.35663,1.00466,-0.48227,0.72937,-0.31201,0.30606,1.01153,0.72635,0.97378,1.12205,1.12929,1.09401,1.05183,cn
-0.66797,0.95804,1.00883,-0.57972,-1.1763,-0.66932,0.92916,0.99465,-0.64345,-1.12366,-0.64559,0.876,0.56581,-0.62639,-0.99105,-0.63002,0.8607,0.30023,-0.52005,-0.9151,-0.32653,0.35197,0.56601,-0.05321,0.86269,-0.63664,0.11614,0.62401,-0.16396,0.7391,-0.19499,0.2635,0.46034,-0.10455,0.79825,1.06322,1.23614,1.24836,1.20845,1.15647,1.11983,sn
-0.69625,1.08007,0.83349,-0.62568,-1.05806,-0.70405,1.09658,0.91195,-0.64952,-1.09613,-0.68491,1.09539,0.97181,-0.62779,-1.08765,-0.66404,1.08727,0.83053,-0.57094,-1.03937,-1.0028,0.61975,0.01621,0.10564,1.00721,-1.70527,0.76633,0.39086,0.2077,1.05738,-1.39259,0.73684,0.21127,0.11607,1.07368,0.9467,1.11385,1.21368,1.1962,1.16952,1.13476,sn
-0.67319,1.24071,1.60915,-0.66806,-0.99778,-0.67788,1.22849,1.65085,-0.70099,-0.98637,-0.65866,1.18732,1.50395,-0.6566,-0.94243,-0.63892,1.16714,1.14418,-0.54932,-0.87603,-0.5291,1.31077,-0.80208,0.77755,1.2144,-1.02666,1.05964,-0.30813,0.6598,1.12511,-0.80242,1.13883,-0.62509,0.65012,1.1772,0.80821,1.2164,1.46029,1.53156,1.50518,1.46663,cn
-0.63248,1.00962,1.27442,-0.63041,-0.84594,-0.63715,0.9939,1.30741,-0.67267,-0.80372,-0.62135,0.95161,0.92455,-0.62465,-0.73563,-0.60695,0.94255,0.58467,-0.49589,-0.70437,0.06069,0.91459,-0.69829,0.55166,1.04962,-0.37481,0.52071,-0.40376,0.30566,0.85539,-0.07918,0.657,-0.61581,0.42614,0.9055,0.69156,1.00241,1.17585,1.19641,1.14076,1.07877,cn
-0.70319,1.17247,1.03857,-0.65195,-1.11494,-0.71054,1.18171,1.02778,-0.66997,-1.15369,-0.69362,1.20154,1.1885,-0.62767,-1.16022,-0.67267,1.18693,1.096,-0.56862,-1.12143,-0.24189,1.22643,-0.89518,0.79875,1.18421,-0.91618,0.90901,-0.19481,0.44223,1.10738,-0.72094,1.05033,-0.47089,0.53154,1.16826,1.01334,1.20515,1.29029,1.309,1.32155,1.31695,sn
0.49099,-1.0358,-0.99056,0.43893,1.0987,0.46751,-1.01,-1.00104,0.69237,1.05327,0.40777,-0.97981,-0.94734,0.92411,0.96792,0.37552,-0.95432,-0.86757,0.73316,0.94245,-0.63731,-0.69834,0.747,-0.59223,-0.83898,-0.81464,-0.92773,0.64463,-0.73736,-0.8644,-0.52626,-0.8697,0.62544,-0.63434,-0.91184,-0.97882,-1.18432,-1.1589,-1.13672,-1.10986,-1.07775,cn
-0.62707,1.05505,0.87787,-0.65114,-0.77478,-0.63237,1.05981,0.87136,-0.66411,-0.79829,-0.61738,1.07235,1.00424,-0.601,-0.80054,-0.60219,1.07524,0.93524,-0.51862,-0.77508,0.06018,1.2498,-1.00483,0.8039,1.13426,-0.57741,0.94465,-0.40905,0.53421,1.05857,-0.31059,1.02091,-0.67317,0.56511,1.09223,0.6353,0.92962,1.04201,1.06791,1.05929,1.06209,cn
-0.7176,1.30592,1.24357,-0.67218,-1.17866,-0.72313,1.30438,1.23387,-0.69052,-1.20722,-0.70291,1.30342,1.32169,-0.6244,-1.17955,-0.68353,1.29528,1.20358,-0.53235,-1.1326,-0.28641,1.48262,-0.07912,0.71846,1.35923,-0.99888,1.24177,0.54247,0.68379,1.22251,-0.55064,1.29305,0.05067,0.55974,1.28835,1.03152,1.33901,1.46627,1.48167,1.45944,1.45234,sn
